URL,Version,Status,OIDs,Name,Title,Descriptino,Uses,Used,Sources
http://va.gov/fhir/ValueSet/VSVFAntibioticSensitivityInterpretation,0.15.0,active,,VF_AntibioticSensitivityInterpretation,VF_AntibioticSensitivityInterpretation,"Use the link in the Expansion section to navigate to the ConceptMap.","StructureDefinition/LabObservationMicrobiologyBacteriologyObservation,ConceptMap/CMVFAntibioticSensitivityInterpretation",
http://va.gov/fhir/ValueSet/VSVFAppointmentStatus,0.15.0,active,,VF_AppointmentStatus,VF_AppointmentStatus,"Use the link in the Expansion section to navigate to the ConceptMap.","ConceptMap/CMVFAppointmentStatus,StructureDefinition/Appointment",
http://va.gov/fhir/ValueSet/VSVFBoolean,0.15.0,active,,VF_Boolean,VF_Boolean,"Use the link in the Expansion section to navigate to the ConceptMap.","ConceptMap/CMVFBoolean",
http://va.gov/fhir/ValueSet/VSVFCommunicationQualifier,0.15.0,active,,VF_CommunicationQualifier,VF_CommunicationQualifier,"Use the link in the Expansion section to navigate to the ConceptMap.","ConceptMap/CMVFCommunicationQualifier",
http://va.gov/fhir/ValueSet/VSVFCoverageRelationship,0.15.0,active,,VF_CoverageRelationship,VF_CoverageRelationship,"Use the link in the Expansion section to navigate to the ConceptMap.","ConceptMap/CMVFCoverageRelationship",
http://va.gov/fhir/ValueSet/VSVFCoverageStatusForce,0.15.0,active,,VF_CoverageStatusForce,VF_CoverageStatusForce,"Use the link in the Expansion section to navigate to the ConceptMap.","ConceptMap/CMVFCoverageStatusForce",
http://va.gov/fhir/ValueSet/VSVFDentalDeviceStatus,0.15.0,active,,VF_DentalDeviceStatus,VF_DentalDeviceStatus,"Use the link in the Expansion section to navigate to the ConceptMap.","ConceptMap/CMVFDentalDeviceStatus,StructureDefinition/ImplantableDeviceDental",
http://va.gov/fhir/ValueSet/VSVFDiagnosticReportLabStatus,0.15.0,active,,VF_DiagnosticReportLabStatus,VF_DiagnosticReportLabStatus,"Use the link in the Expansion section to navigate to the ConceptMap.","StructureDefinition/LabObservationCytopathologyDiagnosticReport,StructureDefinition/LabObservationCytopathologyObservation,StructureDefinition/LabObservationMicrobiologyDiagnosticReport,StructureDefinition/LabObservationChemhemtoxriaserDiagnosticReport,StructureDefinition/LabObservationElectronMicroscopyDiagnosticReport,StructureDefinition/LabObservationChemhemtoxriaserObservation,StructureDefinition/LabObservationSurgicalPathologyObservation,StructureDefinition/LabObservationElectronMicroscopyObservation,ConceptMap/CMVFDiagnosticReportLabStatus,StructureDefinition/LabObservationSurgicalPathologyDiagnosticReport",
http://va.gov/fhir/ValueSet/VSVFExamResultInterpretation,0.15.0,active,,VF_ExamResultInterpretation,VF_ExamResultInterpretation,"Use the link in the Expansion section to navigate to the ConceptMap.","ConceptMap/CMVFExamResultInterpretation",
http://va.gov/fhir/ValueSet/VSVFExamStatus,0.15.0,active,,VF_ExamStatus,VF_ExamStatus,"Use the link in the Expansion section to navigate to the ConceptMap.","ConceptMap/CMVFExamStatus",
http://va.gov/fhir/ValueSet/VSVFICDCodingSystems,0.15.0,active,,VF_ICDCodingSystems,VF_ICDCodingSystems,"Use the link in the Expansion section to navigate to the ConceptMap.","ConceptMap/CMVFICDCodingSystems",
http://va.gov/fhir/ValueSet/VSVFICDVersion,0.15.0,active,,VF_ICDVersion,VF_ICDVersion,"Use the link in the Expansion section to navigate to the ConceptMap.","ConceptMap/CMVFICDVersion",
http://va.gov/fhir/ValueSet/VSVFImageInterpretation,0.15.0,active,,VF_ImageInterpretation,VF_ImageInterpretation,"Use the link in the Expansion section to navigate to the ConceptMap.","ConceptMap/CMVFImageInterpretation,StructureDefinition/ObservationImagingResultEKG,StructureDefinition/ObservationImagingResultEcho",
http://va.gov/fhir/ValueSet/VSVFImageStatus,0.15.0,active,,VF_ImageStatus,VF_ImageStatus,"Use the link in the Expansion section to navigate to the ConceptMap.","StructureDefinition/ObservationImagingResultEKG,ConceptMap/CMVFImageStatus,StructureDefinition/ObservationImagingResultEcho",
http://va.gov/fhir/ValueSet/VSVFImageStatusRadNuc,0.15.0,active,,VF_ImageStatusRadNuc,VF_ImageStatusRadNuc,"Use the link in the Expansion section to navigate to the ConceptMap.","ConceptMap/CMVFImageStatusRadNuc,StructureDefinition/ObservationImagingResultRadNuc",
http://va.gov/fhir/ValueSet/VSVFImmunizationReaction,0.15.0,active,,VF_ImmunizationReaction,VF_ImmunizationReaction,"Use the link in the Expansion section to navigate to the ConceptMap.","ConceptMap/CMVFImmunizationReaction,StructureDefinition/ImmunizationObservation",
http://va.gov/fhir/ValueSet/VSVFLabInterpretation,0.15.0,active,,VF_LabInterpretation,VF_LabInterpretation,"Use the link in the Expansion section to navigate to the ConceptMap.","StructureDefinition/LabObservationChemhemtoxriaserObservation,ConceptMap/CMVFLabInterpretation",
http://va.gov/fhir/ValueSet/VSVFLabObservationStatus,0.15.0,active,,VF_LabObservationStatus,VF_LabObservationStatus,"Use the link in the Expansion section to navigate to the ConceptMap.","StructureDefinition/LabObservationMicrobiologyParasitologyObservation,StructureDefinition/LabObservationMicrobiologyMycologyObservation,ConceptMap/CMVFLabObservationStatus,StructureDefinition/LabObservationMicrobiologyMycobacteriologyObservation,StructureDefinition/LabObservationMicrobiologyVirologyObservation,StructureDefinition/LabObservationMicrobiologyBacteriologyObservation",
http://va.gov/fhir/ValueSet/VSVFLocationStatus,0.15.0,active,,VF_LocationStatus,VF_LocationStatus,"Use the link in the Expansion section to navigate to the ConceptMap.","ConceptMap/CMVFLocationStatus,StructureDefinition/Location",
http://va.gov/fhir/ValueSet/VSVFMaritalStatus,0.15.0,active,,VF_MaritalStatus,VF_MaritalStatus,"Use the link in the Expansion section to navigate to the ConceptMap.","StructureDefinition/Patient,ConceptMap/CMVFMaritalStatus",
http://va.gov/fhir/ValueSet/VSVFOrderPatientClass,0.15.0,active,,VF_OrderPatientClass,VF_OrderPatientClass,"Use the link in the Expansion section to navigate to the ConceptMap.","ConceptMap/CMVFOrderPatientClass",
http://va.gov/fhir/ValueSet/VSVFOrganizationIdentifierType,0.15.0,active,,VF_OrganizationIdentifierType,VF_OrganizationIdentifierType,"Use the link in the Expansion section to navigate to the ConceptMap.","ConceptMap/CMVFOrganizationIdentifierType",
http://va.gov/fhir/ValueSet/VSVFOutMedRequestStatus,0.15.0,active,,VF_OutMedRequestStatus,VF_OutMedRequestStatus,"Use the link in the Expansion section to navigate to the ConceptMap.","ConceptMap/CMVFOutMedRequestStatus",
