VAMapsIG
=========================================

Generic: line 0, col 0, Warning - The HTML fragment 'ip-statements.xhtml' is not included anywhere in the produced implementation guide (NOTFOUND)
Generic: line 0, col 0, Warning - The HTML fragment 'globals-table.xhtml' is not included anywhere in the produced implementation guide (NOTFOUND)
/app/fsh-generated/resources/ConceptMap-CMVFBillStatus.json: line 1, col 2303, Warning - No Target Code System, so the target codes cannot be checked (REQUIRED)
/app/fsh-generated/resources/ConceptMap-CMVFLabObservationStatus.json: line 1, col 3791, Error - The source code 'null' is not valid in the code system http://terminology.hl7.org/CodeSystem/v2-0123|2.4.0 (REQUIRED)
/app/fsh-generated/resources/ConceptMap-CMVFPersonIdentifierType.json: line 1, col 2548, Error - URL value 'http://hl7.org/fhir/us/carin-bb/CodeSystem/C4BBIdentifierType' does not resolve (INVALID)
/app/fsh-generated/resources/ConceptMap-CMVistaNCPDPCoverageRelationship.json: line 1, col 3404, Warning - No Target Code System, so the target codes cannot be checked (REQUIRED)
/app/fsh-generated/resources/StructureDefinition-AdersA.json: line 1, col 126952, Warning - Constraint failed: eld-20: 'Element names should be simple alphanumerics with a max of 64 characters, or code generation tools may be broken' (INVARIANT)
/app/fsh-generated/resources/StructureDefinition-AdersA.json: line 1, col 127145, Warning - Constraint failed: eld-20: 'Element names should be simple alphanumerics with a max of 64 characters, or code generation tools may be broken' (INVARIANT)
/app/fsh-generated/resources/StructureDefinition-AdersA.json: line 1, col 127349, Warning - Constraint failed: eld-20: 'Element names should be simple alphanumerics with a max of 64 characters, or code generation tools may be broken' (INVARIANT)
/app/fsh-generated/resources/StructureDefinition-AdersA.json: line 1, col 127563, Warning - Constraint failed: eld-20: 'Element names should be simple alphanumerics with a max of 64 characters, or code generation tools may be broken' (INVARIANT)
/app/fsh-generated/resources/StructureDefinition-AdersA.json: line 1, col 127794, Warning - Constraint failed: eld-20: 'Element names should be simple alphanumerics with a max of 64 characters, or code generation tools may be broken' (INVARIANT)
/app/fsh-generated/resources/StructureDefinition-AdersA.json: line 1, col 128030, Warning - Constraint failed: eld-20: 'Element names should be simple alphanumerics with a max of 64 characters, or code generation tools may be broken' (INVARIANT)
/app/fsh-generated/resources/StructureDefinition-AdersA.json: line 1, col 128266, Warning - Constraint failed: eld-20: 'Element names should be simple alphanumerics with a max of 64 characters, or code generation tools may be broken' (INVARIANT)
/app/fsh-generated/resources/StructureDefinition-AdersA.json: line 1, col 128504, Warning - Constraint failed: eld-20: 'Element names should be simple alphanumerics with a max of 64 characters, or code generation tools may be broken' (INVARIANT)
/app/fsh-generated/resources/StructureDefinition-AdersA.json: line 1, col 128740, Warning - Constraint failed: eld-20: 'Element names should be simple alphanumerics with a max of 64 characters, or code generation tools may be broken' (INVARIANT)
/app/fsh-generated/resources/StructureDefinition-AdersA.json: line 1, col 128966, Warning - Constraint failed: eld-20: 'Element names should be simple alphanumerics with a max of 64 characters, or code generation tools may be broken' (INVARIANT)
/app/fsh-generated/resources/StructureDefinition-AdersA.json: line 1, col 129202, Warning - Constraint failed: eld-20: 'Element names should be simple alphanumerics with a max of 64 characters, or code generation tools may be broken' (INVARIANT)
/app/fsh-generated/resources/StructureDefinition-AdersA.json: line 1, col 129473, Warning - Constraint failed: eld-20: 'Element names should be simple alphanumerics with a max of 64 characters, or code generation tools may be broken' (INVARIANT)
/app/fsh-generated/resources/StructureDefinition-AdersA.json: line 1, col 129724, Warning - Constraint failed: eld-20: 'Element names should be simple alphanumerics with a max of 64 characters, or code generation tools may be broken' (INVARIANT)
/app/fsh-generated/resources/StructureDefinition-AdersA.json: line 1, col 129975, Warning - Constraint failed: eld-20: 'Element names should be simple alphanumerics with a max of 64 characters, or code generation tools may be broken' (INVARIANT)
/app/fsh-generated/resources/StructureDefinition-AdersA.json: line 1, col 130236, Warning - Constraint failed: eld-20: 'Element names should be simple alphanumerics with a max of 64 characters, or code generation tools may be broken' (INVARIANT)
/app/fsh-generated/resources/StructureDefinition-AdersA.json: line 1, col 130453, Warning - Constraint failed: eld-20: 'Element names should be simple alphanumerics with a max of 64 characters, or code generation tools may be broken' (INVARIANT)
/app/fsh-generated/resources/StructureDefinition-AdersA.json: line 1, col 130701, Warning - Constraint failed: eld-20: 'Element names should be simple alphanumerics with a max of 64 characters, or code generation tools may be broken' (INVARIANT)
/app/fsh-generated/resources/StructureDefinition-AdersA.json: line 1, col 130929, Warning - Constraint failed: eld-20: 'Element names should be simple alphanumerics with a max of 64 characters, or code generation tools may be broken' (INVARIANT)
/app/fsh-generated/resources/StructureDefinition-AdersA.json: line 1, col 131152, Warning - Constraint failed: eld-20: 'Element names should be simple alphanumerics with a max of 64 characters, or code generation tools may be broken' (INVARIANT)
/app/fsh-generated/resources/StructureDefinition-AdersA.json: line 1, col 131370, Warning - Constraint failed: eld-20: 'Element names should be simple alphanumerics with a max of 64 characters, or code generation tools may be broken' (INVARIANT)
/app/fsh-generated/resources/StructureDefinition-AdersA.json: line 1, col 131593, Warning - Constraint failed: eld-20: 'Element names should be simple alphanumerics with a max of 64 characters, or code generation tools may be broken' (INVARIANT)
/app/fsh-generated/resources/StructureDefinition-AdersA.json: line 1, col 131856, Warning - Constraint failed: eld-20: 'Element names should be simple alphanumerics with a max of 64 characters, or code generation tools may be broken' (INVARIANT)
/app/fsh-generated/resources/StructureDefinition-AdersA.json: line 1, col 132068, Warning - Constraint failed: eld-20: 'Element names should be simple alphanumerics with a max of 64 characters, or code generation tools may be broken' (INVARIANT)
/app/fsh-generated/resources/StructureDefinition-AdersA.json: line 1, col 132338, Warning - Constraint failed: eld-20: 'Element names should be simple alphanumerics with a max of 64 characters, or code generation tools may be broken' (INVARIANT)
/app/fsh-generated/resources/StructureDefinition-AdersA.json: line 1, col 132593, Warning - Constraint failed: eld-20: 'Element names should be simple alphanumerics with a max of 64 characters, or code generation tools may be broken' (INVARIANT)
/app/fsh-generated/resources/StructureDefinition-AdersA.json: line 1, col 132814, Warning - Constraint failed: eld-20: 'Element names should be simple alphanumerics with a max of 64 characters, or code generation tools may be broken' (INVARIANT)
/app/fsh-generated/resources/StructureDefinition-AdersA.json: line 1, col 133072, Warning - Constraint failed: eld-20: 'Element names should be simple alphanumerics with a max of 64 characters, or code generation tools may be broken' (INVARIANT)
/app/fsh-generated/resources/StructureDefinition-AdersA.json: line 1, col 133315, Warning - Constraint failed: eld-20: 'Element names should be simple alphanumerics with a max of 64 characters, or code generation tools may be broken' (INVARIANT)
/app/fsh-generated/resources/StructureDefinition-AdersA.json: line 1, col 133558, Warning - Constraint failed: eld-20: 'Element names should be simple alphanumerics with a max of 64 characters, or code generation tools may be broken' (INVARIANT)
/app/fsh-generated/resources/StructureDefinition-AdersA.json: line 1, col 133806, Warning - Constraint failed: eld-20: 'Element names should be simple alphanumerics with a max of 64 characters, or code generation tools may be broken' (INVARIANT)
/app/fsh-generated/resources/StructureDefinition-AdersA.json: line 1, col 134060, Warning - Constraint failed: eld-20: 'Element names should be simple alphanumerics with a max of 64 characters, or code generation tools may be broken' (INVARIANT)
/app/fsh-generated/resources/StructureDefinition-AdersA.json: line 1, col 134254, Warning - Constraint failed: eld-20: 'Element names should be simple alphanumerics with a max of 64 characters, or code generation tools may be broken' (INVARIANT)
/app/fsh-generated/resources/StructureDefinition-AdersA.json: line 1, col 134448, Warning - Constraint failed: eld-20: 'Element names should be simple alphanumerics with a max of 64 characters, or code generation tools may be broken' (INVARIANT)
/app/fsh-generated/resources/StructureDefinition-AdersA.json: line 1, col 134649, Warning - Constraint failed: eld-20: 'Element names should be simple alphanumerics with a max of 64 characters, or code generation tools may be broken' (INVARIANT)
/app/fsh-generated/resources/StructureDefinition-AdersA.json: line 1, col 134843, Warning - Constraint failed: eld-20: 'Element names should be simple alphanumerics with a max of 64 characters, or code generation tools may be broken' (INVARIANT)
/app/fsh-generated/resources/StructureDefinition-AdersA.json: line 1, col 135091, Warning - Constraint failed: eld-20: 'Element names should be simple alphanumerics with a max of 64 characters, or code generation tools may be broken' (INVARIANT)
/app/fsh-generated/resources/StructureDefinition-AdersA.json: line 1, col 135314, Warning - Constraint failed: eld-20: 'Element names should be simple alphanumerics with a max of 64 characters, or code generation tools may be broken' (INVARIANT)
/app/fsh-generated/resources/StructureDefinition-AdersA.json: line 1, col 135532, Warning - Constraint failed: eld-20: 'Element names should be simple alphanumerics with a max of 64 characters, or code generation tools may be broken' (INVARIANT)
/app/fsh-generated/resources/StructureDefinition-AdersA.json: line 1, col 135760, Warning - Constraint failed: eld-20: 'Element names should be simple alphanumerics with a max of 64 characters, or code generation tools may be broken' (INVARIANT)
/app/fsh-generated/resources/StructureDefinition-AdersA.json: line 1, col 135983, Warning - Constraint failed: eld-20: 'Element names should be simple alphanumerics with a max of 64 characters, or code generation tools may be broken' (INVARIANT)
/app/fsh-generated/resources/StructureDefinition-AdersA.json: line 1, col 136246, Warning - Constraint failed: eld-20: 'Element names should be simple alphanumerics with a max of 64 characters, or code generation tools may be broken' (INVARIANT)
/app/fsh-generated/resources/StructureDefinition-AdersA.json: line 1, col 136494, Warning - Constraint failed: eld-20: 'Element names should be simple alphanumerics with a max of 64 characters, or code generation tools may be broken' (INVARIANT)
/app/fsh-generated/resources/StructureDefinition-AdersA.json: line 1, col 136717, Warning - Constraint failed: eld-20: 'Element names should be simple alphanumerics with a max of 64 characters, or code generation tools may be broken' (INVARIANT)
/app/fsh-generated/resources/StructureDefinition-AdersA.json: line 1, col 136935, Warning - Constraint failed: eld-20: 'Element names should be simple alphanumerics with a max of 64 characters, or code generation tools may be broken' (INVARIANT)
/app/fsh-generated/resources/StructureDefinition-AdersA.json: line 1, col 137163, Warning - Constraint failed: eld-20: 'Element names should be simple alphanumerics with a max of 64 characters, or code generation tools may be broken' (INVARIANT)
/app/fsh-generated/resources/StructureDefinition-AdersA.json: line 1, col 137386, Warning - Constraint failed: eld-20: 'Element names should be simple alphanumerics with a max of 64 characters, or code generation tools may be broken' (INVARIANT)
/app/fsh-generated/resources/StructureDefinition-AdersA.json: line 1, col 137649, Warning - Constraint failed: eld-20: 'Element names should be simple alphanumerics with a max of 64 characters, or code generation tools may be broken' (INVARIANT)
/app/fsh-generated/resources/StructureDefinition-AdersA.json: line 1, col 137897, Warning - Constraint failed: eld-20: 'Element names should be simple alphanumerics with a max of 64 characters, or code generation tools may be broken' (INVARIANT)
/app/fsh-generated/resources/StructureDefinition-AdersA.json: line 1, col 138120, Warning - Constraint failed: eld-20: 'Element names should be simple alphanumerics with a max of 64 characters, or code generation tools may be broken' (INVARIANT)
